gsid,name,university
SIJF2zcAAAAJ,Hsin-Hao Su,Boston College
SIoEl8oAAAAJ,Srinivas Narayana,Rutgers University
s_IPfEYAAAAJ,Pablo A. Parrilo,Massachusetts Institute of Technology
siQDY4gAAAAJ,Frank Tip,Northeastern University
SIxd6jgAAAAJ,Dan Suciu,University of Washington
sJ7wlksAAAAJ,Anupam Joshi,Univ. of Maryland - Baltimore County
SjiG_ZsAAAAJ,Travis D. Breaux,Carnegie Mellon University
S_jYB2sAAAAJ,Aarti Gupta,Princeton University
sK4Ck6gAAAAJ,Ahmet Erdem Sariyüce,University at Buffalo
SKVnHakAAAAJ,H. V. Jagadish,University of Michigan
SKXmmxIAAAAJ,John D. Kececioglu,University of Arizona
SL6jwLMAAAAJ,Nicholas S. Flann,Utah State University
slVcOQIAAAAJ,Eamonn J. Keogh,University of California - Riverside
SlXqNooAAAAJ,Lui Sha,Univ. of Illinois at Urbana-Champaign
SlZavnIAAAAJ,Sanjit A. Seshia,University of California - Berkeley
Sm14jYIAAAAJ,Jianbo Shi,University of Pennsylvania
sm9xJEkAAAAJ,Thu Duc Nguyen,Rutgers University
sME_06YAAAAJ,Krishna Kant,Temple University
smEOOBsAAAAJ,Alin Dobra,University of Florida
smEVZp4AAAAJ,Roy M. Turner,University of Maine
sMnocAYAAAAJ,Michael Bailey,Univ. of Illinois at Urbana-Champaign
snDpfA0AAAAJ,Fuxin Li,Oregon State University
SnU_Ih0AAAAJ,Zhenhua Liu,Stony Brook University
soiDQbQAAAAJ,Zhaojun Bai,University of California - Davis
soUq_eQAAAAJ,Misha Kazhdan,Johns Hopkins University
sOzdfjYAAAAJ,Alexandra Meliou,University of Massachusetts Amherst
sPDAJ7MAAAAJ,Yuanyuan Yang,Stony Brook University
Spe0xdkAAAAJ,Raman Arora,Johns Hopkins University
sPlonWcAAAAJ,Maya Çakmak,University of Washington
sPzla6IAAAAJ,Aravind Srinivasan,University of Maryland - College Park
SQ1eGN4AAAAJ,MohammadTaghi Hajiaghayi,University of Maryland - College Park
sQ6l4sMAAAAJ,Jana Kosecká,George Mason University
sQ8u6h4AAAAJ,Carla E. Brodley,Northeastern University
SqMUez0AAAAJ,Nick McKeown,Stanford University
SQnCsswAAAAJ,Steven Myers,Indiana University
SRC3O-4AAAAJ,Guofei Gu,Texas A&M University
SRFswxMAAAAJ,Masaaki Mizuno,Kansas State University
SrIEIUgAAAAJ,Chris Weaver,University of Oklahoma
srP2ANoAAAAJ,Hung Quang Ngo,University at Buffalo
SS3tE_MAAAAJ,Christopher R. Johnson 0001,University of Utah
SsRxrX4AAAAJ,Steven Y. Ko,University at Buffalo
sSS9gSoAAAAJ,Michael T. Goodrich,University of California - Irvine
ST-2CicAAAAJ,Marina Kogan,University of Utah
Su10oeUAAAAJ,Jessica D. Bayliss,Rochester Institute of Technology
sugWZ6MAAAAJ,Kevin Chen-Chuan Chang,Univ. of Illinois at Urbana-Champaign
SupjsEUAAAAJ,Aleksander Madry,Massachusetts Institute of Technology
SVfTWwMAAAAJ,Chi-Ren Shyu,University of Missouri
SvnnEI8AAAAJ,Wenjun Hu,Yale University
sVRNOg0AAAAJ,Bradley J. Lucier,Purdue University
SVuYyQ4AAAAJ,Jedidiah McClurg,Colorado School of Mines
swFWoHwAAAAJ,Eftychios Sifakis,University of Wisconsin - Madison
swPW5FYAAAAJ,Sebastian G. Elbaum,University of Virginia
SWqd2rgAAAAJ,Aaron Sidford,Stanford University
SwzKJ0kAAAAJ,Magy Seif El-Nasr,Northeastern University
Sx9dTQoAAAAJ,David H. Ackley,University of New Mexico
sxjynOsAAAAJ,Fred B. Schneider,Cornell University
sXM8J5EAAAAJ,Steven Bethard,University of Arizona
SYBxenEAAAAJ,Allen D. Malony,University of Oregon
s_YDrrgAAAAJ,Tadayoshi Kohno,University of Washington
s_yIH3gAAAAJ,Sriram V. Pemmaraju,University of Iowa
syrIRoQAAAAJ,Pradip K. Srimani,Clemson University
sYt1rjsAAAAJ,Katherine E. Isaacs,University of Arizona
syv4e-EAAAAJ,Debmalya Panigrahi,Duke University
szsAigoAAAAJ,Isaac D. Scherson,University of California - Irvine
SZuNhvQAAAAJ,Chen Ding,University of Rochester
S-zXJGUAAAAJ,Adriana B. Compagnoni,Stevens Institute of Technology
t0j3HjcAAAAJ,Sergey Bereg,University of Texas at Dallas
t0ZfFH8AAAAJ,Jamie Morgenstern,University of Washington
T1tFq2MAAAAJ,Stefano Lonardi,University of California - Riverside
T2U5sGIAAAAJ,Anup Rao,University of Washington
T2vp1pgAAAAJ,Anshul Kundaje,Stanford University
t3TgxNwAAAAJ,Peter Schröder,California Institute of Technology
T3Wxu_AAAAAJ,Soumya Ray,Case Western Reserve University
t4OSUfgAAAAJ,Eli Tilevich,Virginia Tech
T4Yo9gQAAAAJ,Darren Gergle,Northwestern University
t5kb3asAAAAJ,Apostolos Gerasoulis,Rutgers University
T5-M6YMAAAAJ,Ergun Akleman,Texas A&M University
t6_z3zYAAAAJ,Anas Mahmoud,Louisiana State University - Baton Rouge
T7eGKqAAAAAJ,Noboru Matsuda,North Carolina State University
T7IRM8EAAAAJ,Songqing Chen,George Mason University
T8-BGRsAAAAJ,Rebecca Hwa,University of Pittsburgh
T8k2etUAAAAJ,David A. Smith,Northeastern University
t9MY6lwAAAAJ,Jianlin Cheng,University of Missouri
t9wtobkAAAAJ,Dan Grossman,University of Washington
TAi5L5MAAAAJ,Kenneth Chiu,Binghamton University
tamVEbAAAAAJ,Ramki Thurimella,University of Denver
taqkLgoAAAAJ,Ákos Lédeczi,Vanderbilt University
TarR6_8AAAAJ,Lenore J. Cowen,Tufts University
t_AzcmUAAAAJ,Gabriel Ghinita,University of Massachusetts Boston
TB5OwW8AAAAJ,Olga Russakovsky,Princeton University
TBaBNdkAAAAJ,Haryadi S. Gunawi,University of Chicago
tC7MXlwAAAAJ,Sargur N. Srihari,University at Buffalo
TciP6mcAAAAJ,Prashant J. Shenoy,University of Massachusetts Amherst
TD9RhcgAAAAJ,Omer Reingold,Stanford University
t_DFZvgAAAAJ,Xia Zhou,Dartmouth College
TEGzkZMAAAAJ,Tasos Kyrillidis,Rice University
tEk4qo8AAAAJ,Yisong Yue,California Institute of Technology
TfbH_mEAAAAJ,Stephan Olariu,Old Dominion University
t-FPWNgAAAAJ,Tom La Porta,Pennsylvania State University
TGeMLQcAAAAJ,Chengcui Zhang,University of Alabama - Birmingham
tgYsFS0AAAAJ,Margaret Martonosi,Princeton University
T_gzzdAAAAAJ,Arkady Yerukhimovich,George Washington University
tH8pducAAAAJ,Christopher Archibald,Mississippi State University
thajK3gAAAAJ,Vijaya Ramachandran,University of Texas at Austin
T_hw6kcAAAAJ,Borzoo Bonakdarpour,Iowa State University
thZJZaYAAAAJ,Amy X. Zhang,University of Washington
tI-oUmsAAAAJ,Ashok Veeraraghavan,Rice University
TJ-7eZwAAAAJ,Stanislaw Jarecki,University of California - Irvine
tjb2UccAAAAJ,Jason Eisner,Johns Hopkins University
TJI8JW0AAAAJ,Chang-Tien Lu,Virginia Tech
Tj-vav8AAAAJ,Westley Weimer,University of Michigan
tk8qFe0AAAAJ,Zygmunt J. Haas,University of Texas at Dallas
tkb2YWQAAAAJ,Vasileios P. Kemerlis,Brown University
tkoI1M4AAAAJ,Dejun Yang,Colorado School of Mines
TKSjVTUAAAAJ,Peter Alvaro,University of California - Santa Cruz
tl6ib-MAAAAJ,Antonio Blanca,Pennsylvania State University
tL8qoFQAAAAJ,Robert J. Brunner,Univ. of Illinois at Urbana-Champaign
TLcVQ-MAAAAJ,ThanhVu Nguyen,University of Nebraska
tlh8i7gAAAAJ,Brian Curless,University of Washington
tMa-iJ8AAAAJ,Michael W. Mislove,Tulane University
tMAWoyoAAAAJ,Dipankar Dasgupta,University of Memphis
TMkX4lMAAAAJ,Lorie M. Liebrock,New Mexico Tech
tmTcH0QAAAAJ,Bennett A. Landman,Vanderbilt University
tmuBOhwAAAAJ,George N. Rouskas,North Carolina State University
TMw2-csAAAAJ,Marilyn A. Walker,University of California - Santa Cruz
tMWwWEAAAAAJ,William R. Cook,University of Texas at Austin
tMYCvLAAAAAJ,Matthew Fredrikson,Carnegie Mellon University
TmZ3howAAAAJ,Jacob O. Wobbrock,University of Washington
Tn07pSYAAAAJ,Garrett Steven Rose,University of Tennessee
TN09YMcAAAAJ,Qi Zhu 0002,Northwestern University
tndlIesAAAAJ,Yan Solihin,University of Central Florida
tNmIw4MAAAAJ,Amr El Abbadi,University of California - Santa Barbara
TNqlmxEAAAAJ,Lindsey Kuper,University of California - Santa Cruz
T_O6pjEAAAAJ,Andrew S. Grimshaw,University of Virginia
tp07xT0AAAAJ,John L. Hennessy,Stanford University
tpfik0wAAAAJ,Gowtham Atluri,University of Cincinnati
TpglobcAAAAJ,Bharath Hariharan,Cornell University
tpkq0ScAAAAJ,Jijun Tang,University of South Carolina
tpoh43QAAAAJ,Sven Koenig,University of Southern California
TPOorDcAAAAJ,Laxmikant V. Kalé,Univ. of Illinois at Urbana-Champaign
TpRGAXEAAAAJ,Thomas Wahl,Northeastern University
tqcSvFIAAAAJ,Vishy Vishwanathan,University of California - Santa Cruz
tqEWl8gAAAAJ,Hongyuan Zha,Georgia Institute of Technology
tqF2ld4AAAAJ,Eric Mjolsness,University of California - Irvine
TQgOjK0AAAAJ,Yizhou Sun,University of California - Los Angeles
tqH2I-4AAAAJ,Vincent W. Freeh,North Carolina State University
tq-LVzIAAAAJ,Zhipeng Cai,Georgia State University
tqxTaiAAAAAJ,Aditya Bhaskara,University of Utah
tR5MNfkAAAAJ,Soha Hassoun,Tufts University
tRHOWkcAAAAJ,Jessica Lin 0001,George Mason University
TrqegZIAAAAJ,Bert Huang,Virginia Tech
TsTUfOIAAAAJ,Vivek Srikumar,University of Utah
TsVU8EcAAAAJ,Christos Papadopoulos,Colorado State University
tSyVwBwAAAAJ,Alanson P. Sample,University of Michigan
TtA_j4YAAAAJ,Vicente Ordonez,University of Virginia
TtJeqqoAAAAJ,Robert Cartwright,Rice University
tu39-p8AAAAJ,Margrit Betke,Boston University
_TU9kGYAAAAJ,Emily Whiting,Boston University
TvBcLGMAAAAJ,Chengjun Liu,NJIT
tvBEoaMAAAAJ,Hanspeter Pfister,Harvard University
Tvmf6RAAAAAJ,Eric W. Frew,University of Colorado Boulder
TW6dnZUAAAAJ,Krishna V. Palem,Rice University
TW7U1W0AAAAJ,Ameet Talwalkar,Carnegie Mellon University
TWw91rQAAAAJ,Jiang Hu,Texas A&M University
twwFv3QAAAAJ,Jan Chomicki,University at Buffalo
twWX2LIAAAAJ,Andrew Gordon Wilson,New York University
txEgjecAAAAJ,Daniel E. Atkins,University of Michigan
tXhqJv0AAAAJ,Aditi Majumder,University of California - Irvine
TxPSRHIAAAAJ,Zakir Durumeric,Stanford University
TXUhDokAAAAJ,Peng-Jun Wan,Illinois Institute of Technology
txY2NHUAAAAJ,Bogdan Dit,Boise State University
ty7wIXoAAAAJ,Zhu Han,University of Houston
tY9bQTkAAAAJ,Yan Tong,University of South Carolina
TY9L1ecAAAAJ,Seny Kamara,Brown University
tyUShkAAAAAJ,Liuba Shrira,Brandeis University
tZ4fdX0AAAAJ,Andrew Lukefahr,Indiana University
TZ5nsRUAAAAJ,Hua Wang 0007,Colorado School of Mines
TZ64UCIAAAAJ,William J. Stewart,North Carolina State University
tZ9pEDMAAAAJ,Madeleine Udell,Cornell University
tZ_do3gAAAAJ,Peter Milder,Stony Brook University
TZWVRR8AAAAJ,Shayan Oveis Gharan,University of Washington
u0TKjhIAAAAJ,Qirun Zhang,Georgia Institute of Technology
u1UDm4wAAAAJ,Andy Pavlo,Carnegie Mellon University
U37HVOcAAAAJ,Trinabh Gupta,University of California - Santa Barbara
u38Uv3QAAAAJ,Scott Ruoti,University of Tennessee
U3CXAPsAAAAJ,Alessandro Vespignani,Northeastern University
U3Eub-EAAAAJ,Jia Deng,Princeton University
u4v19dYAAAAJ,Shamim Nemati,Emory University
u_5TCGoAAAAJ,Francesca Spezzano,Boise State University
U6OVPVMAAAAJ,Seymour E. Goodman,Georgia Institute of Technology
U6XKBVIAAAAJ,Deepak Kapur,University of New Mexico
u_7S7VYAAAAJ,Heni Ben Amor,Arizona State University
u8358QgAAAAJ,Dan Goldwasser,Purdue University
U8ZdsuEAAAAJ,Nelly Fazio,CUNY
u97Fg9IAAAAJ,R. E. Ellis,Queen’s University
U9bcQkMAAAAJ,Sandeep K. S. Gupta,Arizona State University
u9J1aE4AAAAJ,Mike Ferdman,Stony Brook University
UA3tyKwAAAAJ,Blair MacIntyre,Georgia Institute of Technology
uBbYp8gAAAAJ,Octav Chipara,University of Iowa
uBFV6SUAAAAJ,David M. Mimno,Cornell University
ubiUvvgAAAAJ,Keith D. Cooper,Rice University
UBpC3u0AAAAJ,Petko Bogdanov,University at Albany - SUNY
uc8_eH0AAAAJ,Mikhail J. Atallah,Purdue University
UCDMtM0AAAAJ,Emma Strubell,Carnegie Mellon University
UcfzOQYAAAAJ,Aasheesh Kolli,Pennsylvania State University
UCiXhq4AAAAJ,David A. Wood 0001,University of Wisconsin - Madison
UCqaj3gAAAAJ,Robert McCartney,University of Connecticut
UCTa4eAAAAAJ,Sandip Sen,University of Tulsa
UD87zMYAAAAJ,Adam Klivans,University of Texas at Austin
UD87zMYAAAAJ,Adam R. Klivans,University of Texas at Austin
UDOTNC0AAAAJ,Scott T. Leutenegger,University of Denver
UdpacsMAAAAJ,Jun-Yan Zhu,Carnegie Mellon University
uf0D-uoAAAAJ,Ari Juels,Cornell University
UFiuFf8AAAAJ,Mu Zhang 0001,University of Utah
uFJi3IUAAAAJ,Joseph M. Hellerstein,University of California - Berkeley
Ug7VoyQAAAAJ,Elena Zheleva,University of Illinois at Chicago
ugFNit4AAAAJ,Ming C. Lin,University of Maryland - College Park
UgHB5oAAAAAJ,Anca D. Dragan,University of California - Berkeley
ugj0at8AAAAJ,Predrag Radivojac,Northeastern University
UgKiJTsAAAAJ,Leo Bachmair,Stony Brook University
Ugo3NGgAAAAJ,Parisa Kordjamshidi,Tulane University
UGrnqBUAAAAJ,Jason Nieh,Columbia University
ugsbzTsAAAAJ,Xiang-Dong Tan,University of California - Riverside
UgTnZDwAAAAJ,Joshua D. Guttman,Worcester Polytechnic Institute
Uguj_LUAAAAJ,Stefan Lee,Oregon State University
uG-wAt0AAAAJ,Hung M. La,University of Nevada
Ui1q1jkAAAAJ,Zvonimir Rakamaric,University of Utah
Ui2NKZUAAAAJ,Robert Geist,Clemson University
ujDhg2sAAAAJ,Kathy McKeown,Columbia University
uJMkuykAAAAJ,Vincent Bindschaedler,University of Florida
UKjJKUIAAAAJ,Jianting Zhang,CUNY
UKqaI5IAAAAJ,Qingyao Ai,University of Utah
uL470LwAAAAJ,Zheng Zhang 0012,Rutgers University
UlbFDqoAAAAJ,Sanjeev Setia,George Mason University
UlQeH7AAAAAJ,Edward M. Reingold,Illinois Institute of Technology
uLsDDUMAAAAJ,Richard J. Anderson,University of Washington
Um2XpzkAAAAJ,Zhigang Deng,University of Houston
Um4ZbbgAAAAJ,Casey Redd Kennington,Boise State University
UMf3YBMAAAAJ,Andrew H. Sung,University of Southern Mississippi
umFQktIAAAAJ,Ankur Moitra,Massachusetts Institute of Technology
umm-i20AAAAJ,Gary L. Miller,Carnegie Mellon University
UmwJklEAAAAJ,Mohammed J. Zaki,Rensselaer Polytechnic Institute
UmyrEtcAAAAJ,Sicun Gao,University of California - San Diego
Un5KXJ4AAAAJ,Jamie Callan,Carnegie Mellon University
uNsqlqYAAAAJ,Chris Umans,California Institute of Technology
UnuQfEwAAAAJ,Ricardo Gutierrez-Osuna,Texas A&M University
UNxLPX8AAAAJ,Kasturi R. Varadarajan,University of Iowa
unXtH3IAAAAJ,Alan Ritter,Ohio State University
Uo5asF8AAAAJ,Neil V. Murray,University at Albany - SUNY
UoHgCukAAAAJ,Wiem Mkaouer,Rochester Institute of Technology
uoVID-0AAAAJ,Sinisa Todorovic,Oregon State University
upXQmicAAAAJ,Dusko Pavlovic,University of Hawaii at Manoa
uqLD3qYAAAAJ,Chunming Qiao,University at Buffalo
UqyaAQQAAAAJ,Chuck Hansen,University of Utah
UR4eDW4AAAAJ,Alexandros Labrinidis,University of Pittsburgh
U-RE8IgAAAAJ,Kobbi Nissim,Georgetown University
-uRoVEUAAAAJ,George Bebis,University of Nevada
urTiL7QAAAAJ,David E. Culler,University of California - Berkeley
UruIct4AAAAJ,Michael P. Wellman,University of Michigan
UrXap5MAAAAJ,Rohit Parikh,CUNY
UsP45DwAAAAJ,Matt Huenerfauth,Rochester Institute of Technology
Ussl738AAAAJ,Yubao Wu,Georgia State University
UT5I0hAAAAAJ,Olga Vitek,Northeastern University
uT8fgagAAAAJ,René Vidal,Johns Hopkins University
uT9_8hcAAAAJ,Wayne Snyder,Boston University
uT9We9MAAAAJ,Zak Kincaid,Princeton University
u_tOExoAAAAJ,Todd D. Millstein,University of California - Los Angeles
uTqQopAAAAAJ,Soma Chaudhuri,Iowa State University
utrtn3cAAAAJ,Bo Yuan,Rochester Institute of Technology
Uttu9kkAAAAJ,Rohini K. Srihari,University at Buffalo
UUAn_V8AAAAJ,Douglas S. Reeves,North Carolina State University
uurRDOwAAAAJ,Jeong-Hyon Hwang,University at Albany - SUNY
uUXCSMkAAAAJ,Ophir Frieder,Georgetown University
uVBjUtAAAAAJ,Robert Pless,George Washington University
UvFrX04AAAAJ,Rafail Ostrovsky,University of California - Los Angeles
UVGe0gQAAAAJ,Jason Cong,University of California - Los Angeles
UvNbBnEAAAAJ,Murat Dundar,IUPUI
uvoOgnwAAAAJ,Ganesh Gopalakrishnan,University of Utah
U_VRZucAAAAJ,Joseph S. Sventek,University of Oregon
UwFA1KoAAAAJ,Saumya K. Debray,University of Arizona
UWZA0v4AAAAJ,James F. O'Brien,University of California - Berkeley
uXEp3MIAAAAJ,Frank Y. Shih,NJIT
uXUA1pgAAAAJ,David A. Bader,NJIT
uY6ek7sAAAAJ,Jundong Li,University of Virginia
uya_Zb4AAAAJ,Klaus Mueller,Stony Brook University
UyeTBeoAAAAJ,Vijaykrishnan Narayanan,Pennsylvania State University
UYLIgHAAAAAJ,Marie desJardins,Univ. of Maryland - Baltimore County
UzCRNJwAAAAJ,Alex Zelikovsky,Georgia State University
uZg9l58AAAAJ,Dan Jurafsky,Stanford University
uZZ7HtIAAAAJ,Kay H. Connelly,Indiana University
v12-jLUAAAAJ,Risi Kondor,University of Chicago
V1js0MUAAAAJ,Tim Weninger,University of Notre Dame
v1_kfR8AAAAJ,Alina Ene,Boston University
V22Gj30AAAAJ,Craig B. Zilles,Univ. of Illinois at Urbana-Champaign
v28Y9r8AAAAJ,Raj S. Acharya,Indiana University
V2LAAxUAAAAJ,Lydia Tapia,University of New Mexico
v2X9gX8AAAAJ,Don Perlis,University of Maryland - College Park
V4LXxrQAAAAJ,Brendan T. O'Connor,University of Massachusetts Amherst
v564lDgAAAAJ,Shaun K. Kane,University of Colorado Boulder
v6PsQKIAAAAJ,David M. Mount,University of Maryland - College Park
v6VYQC8AAAAJ,Dinggang Shen,University of North Carolina
v7EjGHkAAAAJ,Christopher De Sa,Cornell University
v7fzzssAAAAJ,Carlos Jensen,Oregon State University
V7gfCwsAAAAJ,Austin Z. Henley,University of Tennessee
v7kFHRoAAAAJ,Katrin Erk,University of Texas at Austin
V8RKLEsAAAAJ,Sriram Sankaranarayanan 0001,University of Colorado Boulder
v8ZQDf8AAAAJ,Chengkai Li,University of Texas at Arlington
V9VBMa8AAAAJ,Xiaojun Bi,Stony Brook University
VaAEb5YAAAAJ,Baishakhi Ray,Columbia University
vaQGFLsAAAAJ,Daniel Lokshtanov,University of California - Santa Barbara
VB2V-fAAAAAJ,Michael E. Kress,CUNY
Vb3FLmkAAAAJ,Ilias Diakonikolas,University of Wisconsin - Madison
VB6tZFEAAAAJ,Fusheng Wang 0001,Stony Brook University
vB96fX8AAAAJ,William Gropp,Univ. of Illinois at Urbana-Champaign
VbMNUXoAAAAJ,Tucker Hermans,University of Utah
VbruE20AAAAJ,Vikram S. Adve,Univ. of Illinois at Urbana-Champaign
Vbv-JEwAAAAJ,Calton Pu,Georgia Institute of Technology
VBXG4CwAAAAJ,Eleazar Eskin,University of California - Los Angeles
Vc58tYYAAAAJ,Margaret M. Burnett,Oregon State University
V_cvqKcAAAAJ,Carl Kingsford,Carnegie Mellon University
vcw0TJIAAAAJ,M. S. Ryoo,Stony Brook University
VdBfGdoAAAAJ,Sofya Raskhodnikova,Boston University
VDMARucAAAAJ,Calvin Lin,University of Texas at Austin
vdMVIH4AAAAJ,Mitsunori Ogiwara,University of Miami
vDw80QEAAAAJ,Warren Buckler Powell,Princeton University
VeB3UbcAAAAJ,Aditya G. Parameswaran,University of California - Berkeley
vEbcIKYAAAAJ,Enrico Pontelli,New Mexico State University
vEcgp3AAAAAJ,Zihan Zhou,Pennsylvania State University
VEGtG7YAAAAJ,Barbara Engelhardt,Princeton University
VEKxHOAAAAAJ,Brent Waters,University of Texas at Austin
VFMbBPgAAAAJ,Jan Prins,University of North Carolina
VFQRIOwAAAAJ,Stephen J. Wright,University of Wisconsin - Madison
vg76M1oAAAAJ,Fabián E. Bustamante,Northwestern University
VGoSakQAAAAJ,Ian T. Foster,University of Chicago
VGr54BoAAAAJ,Bilge Mutlu,University of Wisconsin - Madison
VgrH9A8AAAAJ,Subhash Suri,University of California - Santa Barbara
VgrmjeYAAAAJ,Nick Nikiforakis,Stony Brook University
VgvC7o8AAAAJ,Kwang-Sung Jun,University of Arizona
vhpbMX8AAAAJ,Song Jiang,University of Texas at Arlington
vIqWvgwAAAAJ,Dragomir R. Radev,Yale University
vIuCdRQAAAAJ,Sophie Jörg,Clemson University
VIwtdckAAAAJ,Ling Liu 0001,Georgia Institute of Technology
vJbjqpIAAAAJ,Vipin Chaudhary,University at Buffalo
VjNg25EAAAAJ,Ashok K. Goel 0001,Georgia Institute of Technology
vjZrDKQAAAAJ,James Hays,Georgia Institute of Technology
-vKI5s0AAAAJ,Shashank Srivastava,University of North Carolina
vkX6VV4AAAAJ,Cornelia Caragea,University of Illinois at Chicago
vL6ubpMAAAAJ,Debra J. Richardson,University of California - Irvine
vlgs4G4AAAAJ,Jeffrey Michael Heer,University of Washington
vmAe35UAAAAJ,Simon Lucey,Carnegie Mellon University
vmHFZM0AAAAJ,Ran Raz,Princeton University
VMihW8oAAAAJ,Eddie Kohler,Harvard University
vMSSQbAAAAAJ,Sam Tobin-Hochstadt,Indiana University
Vn3L_ioAAAAJ,Koushik Sen,University of California - Berkeley
vNCcKo0AAAAJ,Péter Gács,Boston University
vNHN42cAAAAJ,Hassan Foroosh,University of Central Florida
vN-is70AAAAJ,Ion Stoica,University of California - Berkeley
VOuKF7sAAAAJ,Jie Wei,CUNY
VP4egzMAAAAJ,Parth H. Pathak,George Mason University
VpdYemsAAAAJ,A. J. Kfoury,Boston University
VpdYemsAAAAJ,Assaf J. Kfoury,Boston University
VpfWvTUAAAAJ,Diane Joyce Cook,Washington State University
vPOJwdkAAAAJ,Srinivas Akella,UNC - Charlotte
vQQOZVgAAAAJ,Victoria Interrante,University of Minnesota
vrbjXlMAAAAJ,Roni Rosenfeld,Carnegie Mellon University
vrHhOlUAAAAJ,Mark Crovella,Boston University
vrjL9p0AAAAJ,Wojciech Jarosz,Dartmouth College
vr_V3AQAAAAJ,Dongwan Shin,New Mexico Tech
vsj2slIAAAAJ,Albert-László Barabási,Northeastern University
vSvRUAkAAAAJ,Jessica Hammer,Carnegie Mellon University
VT7D6oYAAAAJ,Eric D. Ragan,Texas A&M University
vth4SIcAAAAJ,Shyhtsun Felix Wu,University of California - Davis
vthMwawAAAAJ,Henrik Wann Jensen,University of California - San Diego
vtwH6GkAAAAJ,Pieter Abbeel,University of California - Berkeley
vTZVpdqxruwC,Paige Rodeghero,Clemson University
vukA8JAAAAAJ,Nagiza F. Samatova,North Carolina State University
vuKTnnsAAAAJ,Weixiong Zhang,Washington University in St. Louis
Vuso8H8AAAAJ,Jeremy G. Siek,Indiana University
VusVB38AAAAJ,Amin Karbasi,Yale University
VuvKPiQAAAAJ,Rodrigo Fonseca,Brown University
VV48RpEAAAAJ,Gary Bishop,University of North Carolina
VvvjMCgAAAAJ,Yih-Chun Hu,Univ. of Illinois at Urbana-Champaign
vvWcl-wAAAAJ,Feng-Hao Liu,Florida Atlantic University
VvXgoAYAAAAJ,Wensheng Zhang 0001,Iowa State University
Vwi6Ya8AAAAJ,Kenneth Paul Baclawski,Northeastern University
VwQRddkAAAAJ,Russell Impagliazzo,University of California - San Diego
Vwx9fo4AAAAJ,Guni Sharon,Texas A&M University
vX1p5wIAAAAJ,Xiaowen Zhang,CUNY
vX45evgAAAAJ,Walid G. Aref,Purdue University
vx6BwmwAAAAJ,Attila A. Yavuz,University of South Florida
VX7d5EQAAAAJ,Jon M. Kleinberg,Cornell University
Vxaxv10AAAAJ,Dinghao Wu,Pennsylvania State University
vxEKYqsAAAAJ,Bryan Pardo,Northwestern University
VxhX6sAAAAAJ,Bamshad Mobasher,DePaul University
vxmUoXEAAAAJ,Lawrence Birnbaum,Northwestern University
vXQdb5kAAAAJ,Ani Nenkova,University of Pennsylvania
VxWLGyoAAAAJ,William Robertson 0002,Northeastern University
vY7MdLYAAAAJ,Kang G. Shin,University of Michigan
VYBH2BsAAAAJ,Muthuramakrishnan Venkitasubramaniam,University of Rochester
vygtLDcAAAAJ,Richard Furuta,Texas A&M University
vzfO5TwAAAAJ,Sudeepa Roy,Duke University
vZrIrN4AAAAJ,Rocco A. Servedio,Columbia University
V-zvBOgAAAAJ,Shaojie Zhang,University of Central Florida
W0Cx7ZAAAAAJ,Haiying Shen,University of Virginia
w0Vl_lsAAAAJ,Allen R. Tannenbaum,Stony Brook University
w1OP2yAAAAAJ,Devin J. Balkcom,Dartmouth College
W2XLsXoAAAAJ,Michael Nebeling,University of Michigan
W362rUwAAAAJ,Kunal Agrawal,Washington University in St. Louis
W4bKIV0AAAAJ,Christophe Bobda,University of Arkansas
W5Me4Q8AAAAJ,Russ Miller,University at Buffalo
w69Buq0AAAAJ,Xinchao Wang,Stevens Institute of Technology
W6gQqWcAAAAJ,Jelani Nelson,University of California - Berkeley
W7yeGUoAAAAJ,Alonzo Kelly,Carnegie Mellon University
w88NouMAAAAJ,Aaron D. Striegel,University of Notre Dame
w88NouMAAAAJ,Aaron Striegel,University of Notre Dame
W9YkIcoAAAAJ,Carlos Ordonez 0001,University of Houston
WA9DXAwAAAAJ,Ardalan Amiri Sani,University of California - Irvine
Waaj7a8AAAAJ,Indranil Gupta,Univ. of Illinois at Urbana-Champaign
WACzXzoAAAAJ,Michel A. Kinsy,University of Oregon
waEzpjgAAAAJ,Martin Styner,University of North Carolina
watx0IAAAAAJ,Edward W. Felten,Princeton University
WAwt040AAAAJ,Anupam Das 0001,North Carolina State University
wB01auEAAAAJ,Christos Tzamos,University of Wisconsin - Madison
wb-DKCIAAAAJ,Sham M. Kakade,University of Washington
wbhUDnIAAAAJ,Ashish Venkat,University of Virginia
wbIMbL8AAAAJ,Wojciech Matusik,Massachusetts Institute of Technology
WBOnL7sAAAAJ,Jennifer Golbeck,University of Maryland - College Park
wbZc9nUAAAAJ,Cesare Tinelli,University of Iowa
wcbyR5UAAAAJ,Shuai Mu,Stony Brook University
wCfYkMkAAAAJ,Alessandro Orso,Georgia Institute of Technology
wC_ntLYAAAAJ,Andrew W. Appel,Princeton University
wCWPJG8AAAAJ,Ricardo G. Sanfelice,University of California - Santa Cruz
wdnoVk0AAAAJ,Richard Beigel,Temple University
WDv3eyUAAAAJ,Ioannis Karamouzas,Clemson University
We8Oy0EAAAAJ,Pieter Peers,College of William and Mary
